,state,fips,cases,deaths,employed-sugar-intake-daily
12441,Minnesota,27,2942,200,23.5
12442,Minnesota,27,3185,221,23.5
12443,Minnesota,27,3446,244,23.5
12444,Minnesota,27,3602,272,23.5
12445,Minnesota,27,3816,286,23.5
12446,Minnesota,27,4181,301,23.5
12447,Minnesota,27,4644,319,23.5
12448,Minnesota,27,5136,343,23.5
12449,Minnesota,27,5730,371,23.5
12450,Minnesota,27,6228,395,23.5
12451,Minnesota,27,6663,419,23.5
12452,Minnesota,27,7234,428,23.5
12453,Minnesota,27,7851,455,23.5
12454,Minnesota,27,8579,485,23.5
12455,Minnesota,27,9364,508,23.5
12456,Minnesota,27,10087,534,23.5
12457,Minnesota,27,10789,558,23.5
12458,Minnesota,27,11270,578,23.5
12459,Minnesota,27,11798,591,23.5
12460,Minnesota,27,12493,614,23.5
12461,Minnesota,27,12916,638,23.5
12462,Minnesota,27,13443,672,23.5
12463,Minnesota,27,14240,692,23.5
12464,Minnesota,27,14969,709,23.5
12465,Minnesota,27,15677,731,23.5
12466,Minnesota,27,16372,740,23.5
12467,Minnesota,27,17038,757,23.5
12468,Minnesota,27,17679,786,23.5
12469,Minnesota,27,18209,818,23.5
12470,Minnesota,27,19014,851,23.5
12471,Minnesota,27,19854,861,23.5
12472,Minnesota,27,20582,878,23.5
12473,Minnesota,27,21324,890,23.5
12474,Minnesota,27,21969,908,23.5
12475,Minnesota,27,22474,942,23.5
12476,Minnesota,27,22957,977,23.5
12477,Minnesota,27,23541,1006,23.5
12478,Minnesota,27,24200,1036,23.5
12479,Minnesota,27,24860,1050,23.5
12480,Minnesota,27,25218,1060,23.5
12481,Minnesota,27,25518,1082,23.5
12482,Minnesota,27,25881,1097,23.5
12483,Minnesota,27,26284,1126,23.5
12484,Minnesota,27,26991,1159,23.5
12485,Minnesota,27,27512,1181,23.5
12486,Minnesota,27,27897,1197,23.5
12487,Minnesota,27,28235,1208,23.5
12488,Minnesota,27,28534,1228,23.5
12489,Minnesota,27,28900,1267,23.5
12490,Minnesota,27,29347,1280,23.5
12491,Minnesota,27,29826,1305,23.5
12492,Minnesota,27,30203,1314,23.5
12493,Minnesota,27,30502,1329,23.5
12494,Minnesota,27,30724,1335,23.5
12495,Minnesota,27,30913,1344,23.5
12496,Minnesota,27,31328,1357,23.5
12497,Minnesota,27,31707,1376,23.5
12498,Minnesota,27,32063,1393,23.5
12499,Minnesota,27,32499,1404,23.5
12500,Minnesota,27,32952,1412,23.5
12501,Minnesota,27,33259,1416,23.5
12502,Minnesota,27,33501,1425,23.5
12503,Minnesota,27,33798,1432,23.5
12504,Minnesota,27,34158,1441,23.5
12505,Minnesota,27,34651,1446,23.5
12506,Minnesota,27,35068,1452,23.5
12507,Minnesota,27,35584,1460,23.5
12508,Minnesota,27,35896,1470,23.5
12509,Minnesota,27,36338,1476,23.5
12510,Minnesota,27,36753,1482,23.5
12511,Minnesota,27,37247,1495,23.5
12512,Minnesota,27,37661,1503,23.5
12513,Minnesota,27,37661,1503,23.5
12514,Minnesota,27,38173,1508,23.5
12515,Minnesota,27,38606,1511,23.5
12516,Minnesota,27,39170,1514,23.5
12517,Minnesota,27,39627,1523,23.5
12518,Minnesota,27,40201,1528,23.5
12519,Minnesota,27,40805,1533,23.5
12520,Minnesota,27,41609,1537,23.5
12521,Minnesota,27,42319,1540,23.5
12522,Minnesota,27,42810,1542,23.5
12523,Minnesota,27,43208,1548,23.5
12524,Minnesota,27,43782,1558,23.5
12525,Minnesota,27,44387,1566,23.5
12526,Minnesota,27,45053,1573,23.5
12527,Minnesota,27,45510,1578,23.5
12528,Minnesota,27,46244,1581,23.5
12529,Minnesota,27,47147,1585,23.5
12530,Minnesota,27,47497,1588,23.5
12531,Minnesota,27,48001,1592,23.5
12532,Minnesota,27,48761,1601,23.5
12533,Minnesota,27,49528,1606,23.5
12534,Minnesota,27,50331,1611,23.5
12535,Minnesota,27,51193,1614,23.5
12536,Minnesota,27,51843,1616,23.5
12537,Minnesota,27,52321,1620,23.5
12538,Minnesota,27,52987,1629,23.5
12539,Minnesota,27,53732,1634,23.5
12540,Minnesota,27,54503,1640,23.5
12541,Minnesota,27,55228,1646,23.5
12542,Minnesota,27,55987,1654,23.5
12543,Minnesota,27,56600,1656,23.5
12544,Minnesota,27,57202,1660,23.5
12545,Minnesota,27,57820,1670,23.5
12546,Minnesota,27,58681,1677,23.5
12547,Minnesota,27,59226,1681,23.5
12548,Minnesota,27,60142,1689,23.5
12549,Minnesota,27,60939,1698,23.5
12550,Minnesota,27,61557,1701,23.5
12551,Minnesota,27,61880,1707,23.5
12552,Minnesota,27,62349,1724,23.5
12553,Minnesota,27,63039,1731,23.5
12554,Minnesota,27,63769,1739,23.5
12555,Minnesota,27,64459,1745,23.5
12556,Minnesota,27,65198,1752,23.5
12557,Minnesota,27,65762,1758,23.5
12558,Minnesota,27,66107,1767,23.5
12559,Minnesota,27,66664,1784,23.5
12560,Minnesota,27,67354,1791,23.5
12561,Minnesota,27,68179,1799,23.5
12562,Minnesota,27,68913,1807,23.5
12563,Minnesota,27,69630,1813,23.5
12564,Minnesota,27,70344,1817,23.5
12565,Minnesota,27,70753,1825,23.5
12566,Minnesota,27,71285,1842,23.5
12567,Minnesota,27,72439,1855,23.5
12568,Minnesota,27,73289,1859,23.5
12569,Minnesota,27,74306,1863,23.5
12570,Minnesota,27,75238,1865,23.5
12571,Minnesota,27,75913,1866,23.5
12572,Minnesota,27,76404,1872,23.5
12573,Minnesota,27,77137,1882,23.5
12574,Minnesota,27,78175,1889,23.5
12575,Minnesota,27,79018,1899,23.5
12576,Minnesota,27,79932,1903,23.5
12577,Minnesota,27,80639,1909,23.5
12578,Minnesota,27,81277,1912,23.5
12579,Minnesota,27,81660,1914,23.5
12580,Minnesota,27,81920,1921,23.5
12581,Minnesota,27,82301,1936,23.5
12582,Minnesota,27,82768,1949,23.5
12583,Minnesota,27,83640,1958,23.5
12584,Minnesota,27,84363,1971,23.5
12585,Minnesota,27,85001,1974,23.5
12586,Minnesota,27,85403,1979,23.5
12587,Minnesota,27,85865,1985,23.5
12588,Minnesota,27,86774,1994,23.5
12589,Minnesota,27,87859,2002,23.5
12590,Minnesota,27,88773,2015,23.5
12591,Minnesota,27,90069,2017,23.5
12592,Minnesota,27,90994,2021,23.5
12593,Minnesota,27,91474,2031,23.5
12594,Minnesota,27,92152,2037,23.5
12595,Minnesota,27,93064,2040,23.5
12596,Minnesota,27,94241,2046,23.5
12597,Minnesota,27,95711,2056,23.5
12598,Minnesota,27,96786,2060,23.5
12599,Minnesota,27,97690,2067,23.5
12600,Minnesota,27,98499,2072,23.5
12601,Minnesota,27,99187,2089,23.5
12602,Minnesota,27,100253,2102,23.5
12603,Minnesota,27,101419,2112,23.5
12604,Minnesota,27,102840,2126,23.5
12605,Minnesota,27,103879,2133,23.5
12606,Minnesota,27,104852,2136,23.5
12607,Minnesota,27,105793,2140,23.5
12608,Minnesota,27,106704,2154,23.5
12609,Minnesota,27,107975,2160,23.5
12610,Minnesota,27,109365,2174,23.5
12611,Minnesota,27,110881,2184,23.5
12612,Minnesota,27,112321,2194,23.5
12613,Minnesota,27,113492,2197,23.5
12614,Minnesota,27,114627,2204,23.5
12615,Minnesota,27,115996,2233,23.5
12616,Minnesota,27,117159,2252,23.5
12617,Minnesota,27,119449,2265,23.5
12618,Minnesota,27,121143,2270,23.5
12619,Minnesota,27,122865,2287,23.5
12620,Minnesota,27,124492,2292,23.5
12621,Minnesota,27,125584,2299,23.5
12622,Minnesota,27,126644,2334,23.5
12623,Minnesota,27,128205,2354,23.5
12624,Minnesota,27,129916,2367,23.5
12625,Minnesota,27,132175,2381,23.5
12626,Minnesota,27,133855,2402,23.5
12627,Minnesota,27,135425,2406,23.5
12628,Minnesota,27,137589,2421,23.5
12629,Minnesota,27,139497,2440,23.5
12630,Minnesota,27,142364,2472,23.5
12631,Minnesota,27,145519,2491,23.5
12632,Minnesota,27,148526,2511,23.5
12633,Minnesota,27,150726,2529,23.5
12634,Minnesota,27,153674,2538,23.5
12635,Minnesota,27,157150,2553,23.5
12636,Minnesota,27,160977,2584,23.5
12637,Minnesota,27,164919,2609,23.5
12638,Minnesota,27,170361,2645,23.5
12639,Minnesota,27,175008,2679,23.5
12640,Minnesota,27,180916,2710,23.5
12641,Minnesota,27,184842,2729,23.5
12642,Minnesota,27,189735,2752,23.5
12643,Minnesota,27,194626,2810,23.5
12644,Minnesota,27,201851,2849,23.5
12645,Minnesota,27,207395,2895,23.5
12646,Minnesota,27,216084,2930,23.5
12647,Minnesota,27,223637,2961,23.5
12648,Minnesota,27,231074,2973,23.5
12649,Minnesota,27,237005,2999,23.5
12650,Minnesota,27,242099,3066,23.5
12651,Minnesota,27,249962,3138,23.5
12652,Minnesota,27,256756,3206,23.5
12653,Minnesota,27,263008,3257,23.5
12654,Minnesota,27,270213,3297,23.5
12655,Minnesota,27,276556,3321,23.5
12656,Minnesota,27,282972,3359,23.5
12657,Minnesota,27,289362,3434,23.5
12658,Minnesota,27,289362,3434,23.5
12659,Minnesota,27,295060,3535,23.5
12660,Minnesota,27,304082,3580,23.5
12661,Minnesota,27,313028,3637,23.5
12662,Minnesota,27,318822,3652,23.5
12663,Minnesota,27,322371,3674,23.5
12664,Minnesota,27,327536,3751,23.5
12665,Minnesota,27,333685,3843,23.5
12666,Minnesota,27,339032,3904,23.5
12667,Minnesota,27,345340,3979,23.5
12668,Minnesota,27,350921,4043,23.5
12669,Minnesota,27,356211,4064,23.5
12670,Minnesota,27,359262,4086,23.5
12671,Minnesota,27,363778,4168,23.5
12672,Minnesota,27,367277,4257,23.5
12673,Minnesota,27,371027,4351,23.5
12674,Minnesota,27,375457,4418,23.5
12675,Minnesota,27,378882,4503,23.5
12676,Minnesota,27,381900,4521,23.5
12677,Minnesota,27,384223,4542,23.5
12678,Minnesota,27,386471,4634,23.5
12679,Minnesota,27,389230,4717,23.5
12680,Minnesota,27,391948,4782,23.5
12681,Minnesota,27,394694,4839,23.5
12682,Minnesota,27,397378,4909,23.5
12683,Minnesota,27,399370,4931,23.5
12684,Minnesota,27,401070,4955,23.5
12685,Minnesota,27,402578,5030,23.5
12686,Minnesota,27,404462,5109,23.5
12687,Minnesota,27,404462,5109,23.5
12688,Minnesota,27,406604,5166,23.5
12689,Minnesota,27,409120,5206,23.5
12690,Minnesota,27,410197,5219,23.5
12691,Minnesota,27,411169,5255,23.5
12692,Minnesota,27,413166,5321,23.5
12693,Minnesota,27,415361,5382,23.5
12694,Minnesota,27,415361,5382,23.5
12695,Minnesota,27,417891,5436,23.5
12696,Minnesota,27,420603,5489,23.5
12697,Minnesota,27,423747,5502,23.5
12698,Minnesota,27,425320,5520,23.5
12699,Minnesota,27,427655,5596,23.5
12700,Minnesota,27,429638,5640,23.5
12701,Minnesota,27,432012,5688,23.5
12702,Minnesota,27,434481,5731,23.5
12703,Minnesota,27,436640,5775,23.5
12704,Minnesota,27,437620,5779,23.5
12705,Minnesota,27,438935,5792,23.5
12706,Minnesota,27,440422,5842,23.5
12707,Minnesota,27,442003,5885,23.5
12708,Minnesota,27,443630,5918,23.5
12709,Minnesota,27,445115,5955,23.5
12710,Minnesota,27,446448,5995,23.5
12711,Minnesota,27,447417,6007,23.5
12712,Minnesota,27,448336,6013,23.5
12713,Minnesota,27,449560,6047,23.5
12714,Minnesota,27,450830,6079,23.5
12715,Minnesota,27,452336,6100,23.5
12716,Minnesota,27,453876,6131,23.5
12717,Minnesota,27,455057,6163,23.5
12718,Minnesota,27,455851,6166,23.5
12719,Minnesota,27,456558,6174,23.5
12720,Minnesota,27,457385,6192,23.5
12721,Minnesota,27,458701,6208,23.5
12722,Minnesota,27,459815,6236,23.5
12723,Minnesota,27,460887,6255,23.5
12724,Minnesota,27,461875,6268,23.5
12725,Minnesota,27,462596,6270,23.5
12726,Minnesota,27,463200,6278,23.5
12727,Minnesota,27,463834,6302,23.5
12728,Minnesota,27,465244,6319,23.5
12729,Minnesota,27,466292,6341,23.5
12730,Minnesota,27,467285,6357,23.5
12731,Minnesota,27,468186,6367,23.5
12732,Minnesota,27,468750,6370,23.5
12733,Minnesota,27,469322,6376,23.5
12734,Minnesota,27,469973,6387,23.5
12735,Minnesota,27,470871,6411,23.5
12736,Minnesota,27,471919,6430,23.5
12737,Minnesota,27,472859,6437,23.5
12738,Minnesota,27,473635,6444,23.5
12739,Minnesota,27,474237,6446,23.5
12740,Minnesota,27,474689,6448,23.5
12741,Minnesota,27,475447,6458,23.5
12742,Minnesota,27,476360,6472,23.5
12743,Minnesota,27,477355,6480,23.5
12744,Minnesota,27,478225,6491,23.5
12745,Minnesota,27,479104,6500,23.5
12746,Minnesota,27,479659,6501,23.5
12747,Minnesota,27,480159,6502,23.5
12748,Minnesota,27,480913,6511,23.5
12749,Minnesota,27,481899,6518,23.5
12750,Minnesota,27,483046,6530,23.5
12751,Minnesota,27,483858,6543,23.5
12752,Minnesota,27,484662,6551,23.5
12753,Minnesota,27,485298,6554,23.5
12754,Minnesota,27,485723,6558,23.5
12755,Minnesota,27,486502,6575,23.5
12756,Minnesota,27,487442,6589,23.5
12757,Minnesota,27,488238,6602,23.5
12758,Minnesota,27,489184,6614,23.5
12759,Minnesota,27,490079,6618,23.5
12760,Minnesota,27,490551,6624,23.5
12761,Minnesota,27,492176,6764,23.5
12762,Minnesota,27,493081,6773,23.5
12763,Minnesota,27,494174,6792,23.5
12764,Minnesota,27,495276,6805,23.5
12765,Minnesota,27,496463,6809,23.5
12766,Minnesota,27,497460,6814,23.5
12767,Minnesota,27,498286,6815,23.5
12768,Minnesota,27,498994,6817,23.5
12769,Minnesota,27,500030,6824,23.5
12770,Minnesota,27,501526,6830,23.5
12771,Minnesota,27,502961,6839,23.5
12772,Minnesota,27,504341,6845,23.5
12773,Minnesota,27,505292,6850,23.5
12774,Minnesota,27,506444,6850,23.5
12775,Minnesota,27,507299,6857,23.5
12776,Minnesota,27,508609,6866,23.5
12777,Minnesota,27,510476,6892,23.5
12778,Minnesota,27,512175,6899,23.5
12779,Minnesota,27,513911,6903,23.5
12780,Minnesota,27,515136,6908,23.5
12781,Minnesota,27,516686,6913,23.5
12782,Minnesota,27,517959,6914,23.5
12783,Minnesota,27,519607,6926,23.5
12784,Minnesota,27,521745,6938,23.5
12785,Minnesota,27,524281,6942,23.5
12786,Minnesota,27,526345,6953,23.5
12787,Minnesota,27,526345,6953,23.5
12788,Minnesota,27,527728,6963,23.5
12789,Minnesota,27,530740,6967,23.5
12790,Minnesota,27,532736,6986,23.5
12791,Minnesota,27,535260,7000,23.5
12792,Minnesota,27,537906,7010,23.5
12793,Minnesota,27,540355,7022,23.5
12794,Minnesota,27,542131,7035,23.5
12795,Minnesota,27,544124,7037,23.5
12796,Minnesota,27,545482,7040,23.5
12797,Minnesota,27,547179,7056,23.5
12798,Minnesota,27,549908,7067,23.5
12799,Minnesota,27,552195,7073,23.5
12800,Minnesota,27,554614,7083,23.5
12801,Minnesota,27,556459,7098,23.5
12802,Minnesota,27,557743,7104,23.5
12803,Minnesota,27,558928,7109,23.5
12804,Minnesota,27,560528,7122,23.5
12805,Minnesota,27,562498,7132,23.5
12806,Minnesota,27,564662,7142,23.5
12807,Minnesota,27,566765,7150,23.5
12808,Minnesota,27,568321,7157,23.5
12809,Minnesota,27,569518,7157,23.5
12810,Minnesota,27,570596,7169,23.5
12811,Minnesota,27,572103,7191,23.5
12812,Minnesota,27,574031,7221,23.5
12813,Minnesota,27,575905,7237,23.5
12814,Minnesota,27,577617,7247,23.5
12815,Minnesota,27,579328,7253,23.5
12816,Minnesota,27,580433,7256,23.5
12817,Minnesota,27,581428,7267,23.5
12818,Minnesota,27,582669,7284,23.5
12819,Minnesota,27,584320,7297,23.5
12820,Minnesota,27,585770,7309,23.5
12821,Minnesota,27,587052,7317,23.5
12822,Minnesota,27,587855,7324,23.5
12823,Minnesota,27,589045,7324,23.5
12824,Minnesota,27,589620,7333,23.5
12825,Minnesota,27,590529,7348,23.5
12826,Minnesota,27,591538,7367,23.5
12827,Minnesota,27,592843,7376,23.5
12828,Minnesota,27,593715,7379,23.5
12829,Minnesota,27,594520,7389,23.5
12830,Minnesota,27,595109,7389,23.5
12831,Minnesota,27,595625,7403,23.5
12832,Minnesota,27,596279,7418,23.5
12833,Minnesota,27,597145,7426,23.5
12834,Minnesota,27,597824,7447,23.5
12835,Minnesota,27,598420,7456,23.5
12836,Minnesota,27,598859,7463,23.5
12837,Minnesota,27,599327,7463,23.5
12838,Minnesota,27,599570,7474,23.5
12839,Minnesota,27,600002,7486,23.5
12840,Minnesota,27,600501,7496,23.5
12841,Minnesota,27,600860,7501,23.5
12842,Minnesota,27,601198,7511,23.5
12843,Minnesota,27,601477,7519,23.5
12844,Minnesota,27,601477,7519,23.5
12845,Minnesota,27,601610,7520,23.5
12846,Minnesota,27,601738,7520,23.5
12847,Minnesota,27,601974,7530,23.5
12848,Minnesota,27,602227,7538,23.5
12849,Minnesota,27,602521,7554,23.5
12850,Minnesota,27,602779,7558,23.5
12851,Minnesota,27,602973,7560,23.5
12852,Minnesota,27,603098,7562,23.5
12853,Minnesota,27,603237,7570,23.5
12854,Minnesota,27,603398,7577,23.5
12855,Minnesota,27,603559,7589,23.5
12856,Minnesota,27,603707,7596,23.5
12857,Minnesota,27,603853,7605,23.5
12858,Minnesota,27,603969,7610,23.5
12859,Minnesota,27,604059,7611,23.5
12860,Minnesota,27,604145,7616,23.5
12861,Minnesota,27,604277,7620,23.5
12862,Minnesota,27,604384,7624,23.5
12863,Minnesota,27,604499,7629,23.5
12864,Minnesota,27,604602,7638,23.5
12865,Minnesota,27,604701,7642,23.5
12866,Minnesota,27,604780,7643,23.5
12867,Minnesota,27,604851,7648,23.5
12868,Minnesota,27,604972,7654,23.5
12869,Minnesota,27,605064,7665,23.5
12870,Minnesota,27,605133,7671,23.5
12871,Minnesota,27,605230,7675,23.5
12872,Minnesota,27,605311,7680,23.5
12873,Minnesota,27,605390,7680,23.5
12874,Minnesota,27,605458,7687,23.5
12875,Minnesota,27,605541,7692,23.5
12876,Minnesota,27,605642,7698,23.5
12877,Minnesota,27,605753,7703,23.5
12878,Minnesota,27,605753,7703,23.5
12879,Minnesota,27,605753,7703,23.5
12880,Minnesota,27,605896,7708,23.5
12881,Minnesota,27,606127,7708,23.5
12882,Minnesota,27,606251,7710,23.5
12883,Minnesota,27,606390,7715,23.5
12884,Minnesota,27,606390,7715,23.5
12885,Minnesota,27,606390,7715,23.5
12886,Minnesota,27,606577,7717,23.5
12887,Minnesota,27,606963,7720,23.5
12888,Minnesota,27,607162,7723,23.5
12889,Minnesota,27,607371,7725,23.5
12890,Minnesota,27,607617,7728,23.5
12891,Minnesota,27,607617,7728,23.5
12892,Minnesota,27,607617,7728,23.5
12893,Minnesota,27,607877,7731,23.5
12894,Minnesota,27,608498,7732,23.5
12895,Minnesota,27,608771,7737,23.5
12896,Minnesota,27,609109,7741,23.5
12897,Minnesota,27,609480,7743,23.5
12898,Minnesota,27,609480,7743,23.5
12899,Minnesota,27,609480,7743,23.5
12900,Minnesota,27,609903,7746,23.5
12901,Minnesota,27,610932,7749,23.5
12902,Minnesota,27,611551,7753,23.5
12903,Minnesota,27,612094,7756,23.5
12904,Minnesota,27,612794,7761,23.5
12905,Minnesota,27,612794,7761,23.5
12906,Minnesota,27,612794,7761,23.5
12907,Minnesota,27,613418,7767,23.5
12908,Minnesota,27,615083,7771,23.5
12909,Minnesota,27,616016,7776,23.5
12910,Minnesota,27,616877,7781,23.5
12911,Minnesota,27,617881,7787,23.5
12912,Minnesota,27,617881,7787,23.5
12913,Minnesota,27,617881,7787,23.5
12914,Minnesota,27,618999,7791,23.5
12915,Minnesota,27,620684,7798,23.5
12916,Minnesota,27,622309,7808,23.5
12917,Minnesota,27,623620,7816,23.5
12918,Minnesota,27,624944,7822,23.5
12919,Minnesota,27,624944,7822,23.5
12920,Minnesota,27,624944,7822,23.5
12921,Minnesota,27,626403,7827,23.5
12922,Minnesota,27,629447,7830,23.5
12923,Minnesota,27,630605,7835,23.5
12924,Minnesota,27,631951,7843,23.5
12925,Minnesota,27,633649,7853,23.5
12926,Minnesota,27,633649,7853,23.5
12927,Minnesota,27,633649,7853,23.5
12928,Minnesota,27,635315,7860,23.5
12929,Minnesota,27,639152,7868,23.5
12930,Minnesota,27,640552,7875,23.5
12931,Minnesota,27,642381,7886,23.5
12932,Minnesota,27,644283,7892,23.5
12933,Minnesota,27,644283,7892,23.5
12934,Minnesota,27,644283,7892,23.5
12935,Minnesota,27,646187,7898,23.5
12936,Minnesota,27,650057,7904,23.5
12937,Minnesota,27,651481,7910,23.5
12938,Minnesota,27,653381,7932,23.5
12939,Minnesota,27,655511,7937,23.5
12940,Minnesota,27,655511,7937,23.5
12941,Minnesota,27,655511,7937,23.5
12942,Minnesota,27,655511,7937,23.5
12943,Minnesota,27,657585,7949,23.5
12944,Minnesota,27,663341,7958,23.5
12945,Minnesota,27,664552,7967,23.5
12946,Minnesota,27,666589,7985,23.5
12947,Minnesota,27,666589,7985,23.5
12948,Minnesota,27,666589,7985,23.5
12949,Minnesota,27,669269,7996,23.5
12950,Minnesota,27,673867,8008,23.5
12951,Minnesota,27,676598,8049,23.5
12952,Minnesota,27,679071,8063,23.5
12953,Minnesota,27,681706,8076,23.5
12954,Minnesota,27,681706,8076,23.5
12955,Minnesota,27,681706,8076,23.5
12956,Minnesota,27,684163,8086,23.5
12957,Minnesota,27,690484,8104,23.5
12958,Minnesota,27,692122,8118,23.5
12959,Minnesota,27,694413,8142,23.5
12960,Minnesota,27,697275,8169,23.5
12961,Minnesota,27,697275,8169,23.5
12962,Minnesota,27,697275,8169,23.5
12963,Minnesota,27,700059,8191,23.5
12964,Minnesota,27,706261,8212,23.5
12965,Minnesota,27,708323,8243,23.5
12966,Minnesota,27,711197,8256,23.5
12967,Minnesota,27,714893,8273,23.5
12968,Minnesota,27,714893,8273,23.5
12969,Minnesota,27,714893,8273,23.5
12970,Minnesota,27,718430,8294,23.5
12971,Minnesota,27,725564,8316,23.5
12972,Minnesota,27,729447,8356,23.5
12973,Minnesota,27,732114,8388,23.5
12974,Minnesota,27,735759,8408,23.5
12975,Minnesota,27,735759,8408,23.5
12976,Minnesota,27,735759,8408,23.5
12977,Minnesota,27,738956,8433,23.5
12978,Minnesota,27,746892,8454,23.5
12979,Minnesota,27,749268,8478,23.5
12980,Minnesota,27,752184,8503,23.5
12981,Minnesota,27,755525,8531,23.5
12982,Minnesota,27,755525,8531,23.5
12983,Minnesota,27,755525,8531,23.5
12984,Minnesota,27,758376,8560,23.5
12985,Minnesota,27,764039,8581,23.5
12986,Minnesota,27,765885,8613,23.5
12987,Minnesota,27,768236,8639,23.5
12988,Minnesota,27,770370,8661,23.5
12989,Minnesota,27,770370,8661,23.5
12990,Minnesota,27,770370,8661,23.5
12991,Minnesota,27,773351,8683,23.5
12992,Minnesota,27,779873,8705,23.5
12993,Minnesota,27,781672,8736,23.5
12994,Minnesota,27,784357,8777,23.5
12995,Minnesota,27,787674,8793,23.5
12996,Minnesota,27,787674,8793,23.5
12997,Minnesota,27,787674,8793,23.5
12998,Minnesota,27,798108,8818,23.5
12999,Minnesota,27,805139,8842,23.5
13000,Minnesota,27,808080,8885,23.5
13001,Minnesota,27,811778,8917,23.5
13002,Minnesota,27,815132,8952,23.5
13003,Minnesota,27,815132,8952,23.5
13004,Minnesota,27,815132,8952,23.5
13005,Minnesota,27,819363,8986,23.5
13006,Minnesota,27,826528,9006,23.5
13007,Minnesota,27,831793,9049,23.5
13008,Minnesota,27,836911,9092,23.5
13009,Minnesota,27,841749,9120,23.5
13010,Minnesota,27,841749,9120,23.5
13011,Minnesota,27,841749,9120,23.5
13012,Minnesota,27,847011,9120,23.5
13013,Minnesota,27,857915,9171,23.5
13014,Minnesota,27,861359,9217,23.5
13015,Minnesota,27,866179,9249,23.5
13016,Minnesota,27,871327,9279,23.5
13017,Minnesota,27,871327,9279,23.5
13018,Minnesota,27,871327,9279,23.5
13019,Minnesota,27,876041,9316,23.5
13020,Minnesota,27,887492,9353,23.5
13021,Minnesota,27,891223,9406,23.5
13022,Minnesota,27,891223,9406,23.5
13023,Minnesota,27,895353,9462,23.5
13024,Minnesota,27,895353,9462,23.5
13025,Minnesota,27,895353,9462,23.5
13026,Minnesota,27,899863,9506,23.5
13027,Minnesota,27,912494,9506,23.5
13028,Minnesota,27,916066,9606,23.5
13029,Minnesota,27,921373,9678,23.5
13030,Minnesota,27,927055,9740,23.5
13031,Minnesota,27,927055,9740,23.5
13032,Minnesota,27,927055,9740,23.5
13033,Minnesota,27,933149,9778,23.5
13034,Minnesota,27,945569,9823,23.5
13035,Minnesota,27,948614,9898,23.5
13036,Minnesota,27,952356,9938,23.5
13037,Minnesota,27,956903,9996,23.5
13038,Minnesota,27,956903,9996,23.5
13039,Minnesota,27,956903,9996,23.5
13040,Minnesota,27,960549,10042,23.5
13041,Minnesota,27,969574,10088,23.5
13042,Minnesota,27,971791,10142,23.5
13043,Minnesota,27,975571,10181,23.5
13044,Minnesota,27,979407,10235,23.5
13045,Minnesota,27,979407,10235,23.5
13046,Minnesota,27,979407,10235,23.5
13047,Minnesota,27,982788,10280,23.5
13048,Minnesota,27,990171,10321,23.5
13049,Minnesota,27,992975,10378,23.5
13050,Minnesota,27,996358,10440,23.5
13051,Minnesota,27,996358,10440,23.5
13052,Minnesota,27,996358,10440,23.5
13053,Minnesota,27,996358,10440,23.5
13054,Minnesota,27,1000495,10493,23.5
13055,Minnesota,27,1010359,10533,23.5
13056,Minnesota,27,1015569,10602,23.5
13057,Minnesota,27,1022352,10656,23.5
13058,Minnesota,27,1022352,10656,23.5
13059,Minnesota,27,1022352,10656,23.5
13060,Minnesota,27,1022352,10656,23.5
13061,Minnesota,27,1029126,10704,23.5
13062,Minnesota,27,1045310,10740,23.5
13063,Minnesota,27,1049450,10811,23.5
13064,Minnesota,27,1056376,10873,23.5
13065,Minnesota,27,1064205,10906,23.5
13066,Minnesota,27,1064205,10906,23.5
13067,Minnesota,27,1064205,10906,23.5
13068,Minnesota,27,1075168,10950,23.5
13069,Minnesota,27,1104634,10978,23.5
13070,Minnesota,27,1115338,11027,23.5
13071,Minnesota,27,1126837,11079,23.5
13072,Minnesota,27,1138386,11111,23.5
13073,Minnesota,27,1138386,11111,23.5
13074,Minnesota,27,1138386,11111,23.5
13075,Minnesota,27,1138386,11111,23.5
13076,Minnesota,27,1149028,11140,23.5
13077,Minnesota,27,1193644,11177,23.5
13078,Minnesota,27,1205069,11255,23.5
13079,Minnesota,27,1216874,11291,23.5
13080,Minnesota,27,1216874,11291,23.5
13081,Minnesota,27,1216874,11291,23.5
13082,Minnesota,27,1229584,11333,23.5
13083,Minnesota,27,1265075,11370,23.5
13084,Minnesota,27,1280640,11422,23.5
13085,Minnesota,27,1295267,11489,23.5
13086,Minnesota,27,1309815,11532,23.5
13087,Minnesota,27,1309815,11532,23.5
13088,Minnesota,27,1309815,11532,23.5
13089,Minnesota,27,1321903,11561,23.5
13090,Minnesota,27,1343240,11607,23.5
13091,Minnesota,27,1347150,11666,23.5
13092,Minnesota,27,1352598,11711,23.5
13093,Minnesota,27,1359208,11749,23.5
13094,Minnesota,27,1359208,11749,23.5
13095,Minnesota,27,1359208,11749,23.5
13096,Minnesota,27,1365034,11784,23.5
13097,Minnesota,27,1375429,11832,23.5
13098,Minnesota,27,1379252,11872,23.5
13099,Minnesota,27,1383715,11921,23.5
13100,Minnesota,27,1388561,11957,23.5
13101,Minnesota,27,1388561,11957,23.5
13102,Minnesota,27,1388561,11957,23.5
13103,Minnesota,27,1392891,11990,23.5
13104,Minnesota,27,1399324,12022,23.5
